station_id,day,day_of_week,is_weekend,hour,is_peak_hour,passenger_count,delay_minutes
1,3,3,0,14,0,189,0.4
1,3,3,0,15,0,267,1.87
1,3,3,0,16,0,539,2.3
1,3,3,0,17,1,703,2.76
1,3,3,0,18,1,1020,5.55
1,3,3,0,19,1,1109,4.23
1,3,3,0,20,1,785,4.25
1,3,3,0,21,0,427,2.87
1,3,3,0,22,0,263,0.54
1,3,3,0,23,0,161,0.0
1,4,4,0,0,0,166,0.8
1,4,4,0,1,0,165,3.3
1,4,4,0,2,0,160,0.0
1,4,4,0,3,0,170,0.76
1,4,4,0,4,0,170,2.28
1,4,4,0,5,0,161,2.72
1,4,4,0,6,0,275,0.19
1,4,4,0,7,0,517,2.45
1,4,4,0,8,1,894,4.88
1,4,4,0,9,1,1228,4.92
1,4,4,0,10,1,988,5.43
1,4,4,0,11,1,514,2.32
1,4,4,0,12,0,233,0.0
1,4,4,0,13,0,179,0.0
1,4,4,0,14,0,176,0.0
1,4,4,0,15,0,208,1.37
1,4,4,0,16,0,428,1.83
1,4,4,0,17,1,736,2.44
1,4,4,0,18,1,1243,5.16
1,4,4,0,19,1,1154,2.71
1,4,4,0,20,1,944,6.54
1,4,4,0,21,0,491,3.21
1,4,4,0,22,0,243,1.64
1,4,4,0,23,0,189,0.0
1,5,5,1,0,0,83,0.0
1,5,5,1,1,0,81,2.82
1,5,5,1,2,0,84,0.0
1,5,5,1,3,0,88,0.0
1,5,5,1,4,0,94,2.28
1,5,5,1,5,0,98,2.87
1,5,5,1,6,0,126,3.27
1,5,5,1,7,0,261,0.0
1,5,5,1,8,1,481,4.73
1,5,5,1,9,1,605,1.02
1,5,5,1,10,1,440,1.6
1,5,5,1,11,1,233,0.0
1,5,5,1,12,0,158,2.62
1,5,5,1,13,0,96,0.0
1,5,5,1,14,0,97,3.91
1,5,5,1,15,0,138,1.92
1,5,5,1,16,0,239,1.05
1,5,5,1,17,1,458,2.02
1,5,5,1,18,1,515,3.98
1,5,5,1,19,1,578,5.48
1,5,5,1,20,1,460,1.95
1,5,5,1,21,0,252,0.85
1,5,5,1,22,0,128,0.82
1,5,5,1,23,0,102,0.0
1,6,6,1,0,0,82,0.0
1,6,6,1,1,0,93,2.55
1,6,6,1,2,0,89,1.23
1,6,6,1,3,0,82,1.64
1,6,6,1,4,0,91,0.0
1,6,6,1,5,0,82,0.0
1,6,6,1,6,0,133,2.27
1,6,6,1,7,0,312,0.59
1,6,6,1,8,1,475,2.29
1,6,6,1,9,1,606,3.82
1,6,6,1,10,1,470,3.3
1,6,6,1,11,1,272,2.37
1,6,6,1,12,0,138,0.0
1,6,6,1,13,0,112,2.05
1,6,6,1,14,0,83,0.0
1,6,6,1,15,0,146,0.0
1,6,6,1,16,0,258,2.03
1,6,6,1,17,1,411,1.63
1,6,6,1,18,1,506,4.68
1,6,6,1,19,1,593,3.58
1,6,6,1,20,1,457,3.86
1,6,6,1,21,0,235,1.25
1,6,6,1,22,0,139,1.86
1,6,6,1,23,0,105,0.0
1,7,0,0,0,0,149,2.64
1,7,0,0,1,0,131,2.88
1,7,0,0,2,0,153,0.61
1,7,0,0,3,0,148,0.52
1,7,0,0,4,0,175,1.86
1,7,0,0,5,0,181,0.86
1,7,0,0,6,0,227,0.0
1,7,0,0,7,0,491,2.65
1,7,0,0,8,1,897,5.06
1,7,0,0,9,1,1143,4.65
1,7,0,0,10,1,1055,4.83
1,7,0,0,11,1,487,4.74
1,7,0,0,12,0,281,3.85
1,7,0,0,13,0,175,2.16
1,7,0,0,14,0,156,1.8
1,7,0,0,15,0,240,0.0
1,7,0,0,16,0,479,0.0
1,7,0,0,17,1,671,3.23
1,7,0,0,18,1,1156,6.08
1,7,0,0,19,1,1171,6.9
1,7,0,0,20,1,837,3.15
1,7,0,0,21,0,440,1.34
1,7,0,0,22,0,249,0.0
1,7,0,0,23,0,179,0.59
1,8,1,0,0,0,160,1.06
1,8,1,0,1,0,126,0.0
1,8,1,0,2,0,156,0.54
1,8,1,0,3,0,160,1.09
1,8,1,0,4,0,178,1.18
1,8,1,0,5,0,170,0.0
1,8,1,0,6,0,228,1.72
1,8,1,0,7,0,547,4.5
1,8,1,0,8,1,833,2.88
1,8,1,0,9,1,1123,7.56
1,8,1,0,10,1,901,5.93
1,8,1,0,11,1,511,3.77
1,8,1,0,12,0,278,1.36
1,8,1,0,13,0,162,0.24
1,8,1,0,14,0,197,2.1
1,8,1,0,15,0,235,0.43
1,8,1,0,16,0,381,3.69
1,8,1,0,17,1,849,3.19
1,8,1,0,18,1,1123,1.24
1,8,1,0,19,1,1062,6.25
1,8,1,0,20,1,855,3.92
1,8,1,0,21,0,442,2.96
1,8,1,0,22,0,237,0.0
1,8,1,0,23,0,174,1.3
1,9,2,0,0,0,171,0.0
1,9,2,0,1,0,155,0.51
1,9,2,0,2,0,143,1.3
1,9,2,0,3,0,166,0.23
1,9,2,0,4,0,185,0.26
1,9,2,0,5,0,168,0.0
1,9,2,0,6,0,240,0.12
1,9,2,0,7,0,446,1.5
1,9,2,0,8,1,897,0.16
1,9,2,0,9,1,1092,4.43
1,9,2,0,10,1,929,5.52
1,9,2,0,11,1,539,1.23
1,9,2,0,12,0,242,1.84
1,9,2,0,13,0,169,0.0
1,9,2,0,14,0,210,0.37
1,9,2,0,15,0,231,0.0
1,9,2,0,16,0,473,0.41
1,9,2,0,17,1,794,4.63
1,9,2,0,18,1,1019,4.2
1,9,2,0,19,1,1240,1.27
1,9,2,0,20,1,741,1.61
1,9,2,0,21,0,436,1.67
1,9,2,0,22,0,222,0.0
1,9,2,0,23,0,163,0.13
1,10,3,0,0,0,160,2.01
1,10,3,0,1,0,170,1.66
1,10,3,0,2,0,146,0.58
1,10,3,0,3,0,187,2.27
1,10,3,0,4,0,153,2.99
1,10,3,0,5,0,169,0.0
1,10,3,0,6,0,285,0.0
1,10,3,0,7,0,427,3.12
1,10,3,0,8,1,894,3.77
1,10,3,0,9,1,1070,3.92
1,10,3,0,10,1,860,2.5
1,10,3,0,11,1,489,1.34
1,10,3,0,12,0,240,0.14
1,10,3,0,13,0,141,1.59
1,10,3,0,14,0,182,0.6
1,10,3,0,15,0,248,1.4
1,10,3,0,16,0,417,0.87
1,10,3,0,17,1,826,3.62
1,10,3,0,18,1,1286,7.57
1,10,3,0,19,1,1188,3.61
1,10,3,0,20,1,757,1.52
1,10,3,0,21,0,452,0.0
1,10,3,0,22,0,234,0.48
1,10,3,0,23,0,153,1.81
1,11,4,0,0,0,143,0.97
1,11,4,0,1,0,192,0.0
1,11,4,0,2,0,155,0.01
1,11,4,0,3,0,149,1.74
1,11,4,0,4,0,173,1.85
1,11,4,0,5,0,164,4.31
1,11,4,0,6,0,220,0.0
1,11,4,0,7,0,511,2.18
1,11,4,0,8,1,927,6.08
1,11,4,0,9,1,1091,4.53
1,11,4,0,10,1,850,4.28
1,11,4,0,11,1,492,1.49
1,11,4,0,12,0,268,2.62
1,11,4,0,13,0,145,1.12
1,11,4,0,14,0,172,2.11
1,11,4,0,15,0,238,2.9
1,11,4,0,16,0,419,0.0
1,11,4,0,17,1,859,2.17
1,11,4,0,18,1,965,3.88
1,11,4,0,19,1,1084,5.57
1,11,4,0,20,1,849,3.54
1,11,4,0,21,0,411,2.07
1,11,4,0,22,0,246,1.84
1,11,4,0,23,0,162,0.05
1,12,5,1,0,0,90,2.23
1,12,5,1,1,0,93,0.5
1,12,5,1,2,0,83,0.94
1,12,5,1,3,0,79,0.0
1,12,5,1,4,0,98,1.0
1,12,5,1,5,0,93,1.62
1,12,5,1,6,0,155,0.0
1,12,5,1,7,0,268,0.24
1,12,5,1,8,1,529,3.58
1,12,5,1,9,1,673,4.2
1,12,5,1,10,1,427,2.13
1,12,5,1,11,1,254,0.25
1,12,5,1,12,0,143,1.83
1,12,5,1,13,0,90,0.0
1,12,5,1,14,0,98,4.36
1,12,5,1,15,0,131,0.59
1,12,5,1,16,0,278,2.0
1,12,5,1,17,1,443,2.44
1,12,5,1,18,1,620,0.77
1,12,5,1,19,1,542,5.0
1,12,5,1,20,1,442,1.92
1,12,5,1,21,0,241,2.14
1,12,5,1,22,0,161,1.43
1,12,5,1,23,0,91,0.16
1,13,6,1,0,0,93,0.0
1,13,6,1,1,0,92,0.0
1,13,6,1,2,0,84,1.28
1,13,6,1,3,0,95,0.0
1,13,6,1,4,0,77,0.0
1,13,6,1,5,0,87,0.12
1,13,6,1,6,0,141,0.0
1,13,6,1,7,0,295,0.94
1,13,6,1,8,1,533,0.0
1,13,6,1,9,1,556,3.0
1,13,6,1,10,1,459,1.59
1,13,6,1,11,1,277,1.35
1,13,6,1,12,0,133,0.76
1,13,6,1,13,0,91,1.38
1,13,6,1,14,0,96,0.62
1,13,6,1,15,0,161,0.0
1,13,6,1,16,0,270,0.0
1,13,6,1,17,1,363,0.0
1,13,6,1,18,1,550,2.51
1,13,6,1,19,1,622,2.11
1,13,6,1,20,1,430,2.51
1,13,6,1,21,0,259,0.0
1,13,6,1,22,0,130,0.42
1,13,6,1,23,0,99,0.0
1,14,0,0,0,0,156,0.67
1,14,0,0,1,0,148,0.0
1,14,0,0,2,0,158,0.44
1,14,0,0,3,0,163,0.0
1,14,0,0,4,0,154,0.27
1,14,0,0,5,0,186,0.0
1,14,0,0,6,0,261,1.42
1,14,0,0,7,0,571,0.77
1,14,0,0,8,1,846,1.98
1,14,0,0,9,1,954,6.46
1,14,0,0,10,1,804,1.99
1,14,0,0,11,1,558,0.0
1,14,0,0,12,0,272,0.0
1,14,0,0,13,0,194,0.0
1,14,0,0,14,0,151,0.0
1,14,0,0,15,0,262,1.0
1,14,0,0,16,0,431,3.74
1,14,0,0,17,1,929,4.72
1,14,0,0,18,1,1050,3.57
1,14,0,0,19,1,991,4.12
1,14,0,0,20,1,689,3.58
1,14,0,0,21,0,514,3.13
1,14,0,0,22,0,234,1.73
1,14,0,0,23,0,197,3.14
1,15,1,0,0,0,144,1.34
1,15,1,0,1,0,155,1.83
1,15,1,0,2,0,162,0.0
1,15,1,0,3,0,153,0.91
1,15,1,0,4,0,140,1.43
1,15,1,0,5,0,153,0.0
1,15,1,0,6,0,284,0.0
1,15,1,0,7,0,528,0.0
1,15,1,0,8,1,1041,3.71
1,15,1,0,9,1,1110,4.71
1,15,1,0,10,1,936,1.47
1,15,1,0,11,1,504,1.03
1,15,1,0,12,0,222,2.37
1,15,1,0,13,0,172,1.05
1,15,1,0,14,0,179,0.21
1,15,1,0,15,0,282,1.06
1,15,1,0,16,0,387,0.95
1,15,1,0,17,1,824,4.09
1,15,1,0,18,1,1009,5.43
1,15,1,0,19,1,949,5.51
1,15,1,0,20,1,709,2.5
1,15,1,0,21,0,480,2.1
1,15,1,0,22,0,259,1.96
1,15,1,0,23,0,192,2.36
1,16,2,0,0,0,151,1.55
1,16,2,0,1,0,138,0.47
1,16,2,0,2,0,167,0.87
1,16,2,0,3,0,163,0.33
1,16,2,0,4,0,173,0.57
1,16,2,0,5,0,168,2.0
1,16,2,0,6,0,228,1.66
1,16,2,0,7,0,462,3.76
1,16,2,0,8,1,874,3.7
1,16,2,0,9,1,1138,1.66
1,16,2,0,10,1,846,4.95
1,16,2,0,11,1,539,2.58
1,16,2,0,12,0,229,1.79
1,16,2,0,13,0,187,0.82
1,16,2,0,14,0,193,0.0
1,16,2,0,15,0,233,0.0
1,16,2,0,16,0,475,2.37
1,16,2,0,17,1,686,0.11
1,16,2,0,18,1,1028,5.3
1,16,2,0,19,1,1079,3.11
1,16,2,0,20,1,729,1.34
1,16,2,0,21,0,374,0.0
1,16,2,0,22,0,222,1.91
1,16,2,0,23,0,172,0.0
1,17,3,0,0,0,186,0.0
1,17,3,0,1,0,172,3.12
1,17,3,0,2,0,137,0.66
1,17,3,0,3,0,151,0.0
1,17,3,0,4,0,166,0.0
1,17,3,0,5,0,167,0.42
1,17,3,0,6,0,249,0.0
1,17,3,0,7,0,537,3.72
1,17,3,0,8,1,917,3.1
1,17,3,0,9,1,1039,3.1
1,17,3,0,10,1,1061,5.65
1,17,3,0,11,1,470,2.13
1,17,3,0,12,0,249,1.87
1,17,3,0,13,0,184,2.36
1,17,3,0,14,0,164,0.81
1,17,3,0,15,0,209,0.0
1,17,3,0,16,0,474,0.47
1,17,3,0,17,1,739,2.94
1,17,3,0,18,1,1167,3.08
1,17,3,0,19,1,797,1.88
1,17,3,0,20,1,869,3.99
1,17,3,0,21,0,489,0.26
1,17,3,0,22,0,211,1.54
1,17,3,0,23,0,178,1.17
1,18,4,0,0,0,169,1.31
1,18,4,0,1,0,162,1.72
1,18,4,0,2,0,163,1.94
1,18,4,0,3,0,170,2.98
1,18,4,0,4,0,150,1.32
1,18,4,0,5,0,169,0.0
1,18,4,0,6,0,242,1.71
1,18,4,0,7,0,521,2.68
1,18,4,0,8,1,876,3.51
1,18,4,0,9,1,1174,2.46
1,18,4,0,10,1,894,3.71
1,18,4,0,11,1,535,0.11
1,18,4,0,12,0,287,1.47
1,18,4,0,13,0,180,0.12
1,18,4,0,14,0,184,0.81
1,18,4,0,15,0,267,0.0
1,18,4,0,16,0,449,2.41
1,18,4,0,17,1,781,2.52
1,18,4,0,18,1,1073,4.55
1,18,4,0,19,1,945,5.23
1,18,4,0,20,1,762,3.24
1,18,4,0,21,0,456,1.04
1,18,4,0,22,0,240,0.0
1,18,4,0,23,0,185,2.36
1,19,5,1,0,0,74,0.0
1,19,5,1,1,0,78,0.05
1,19,5,1,2,0,91,1.84
1,19,5,1,3,0,94,2.34
1,19,5,1,4,0,86,0.0
1,19,5,1,5,0,95,1.33
1,19,5,1,6,0,127,3.0
1,19,5,1,7,0,297,0.88
1,19,5,1,8,1,463,0.85
1,19,5,1,9,1,609,2.09
1,19,5,1,10,1,528,1.6
1,19,5,1,11,1,288,1.11
1,19,5,1,12,0,144,0.23
1,19,5,1,13,0,102,1.49
1,19,5,1,14,0,100,1.31
1,19,5,1,15,0,123,0.98
1,19,5,1,16,0,268,1.81
1,19,5,1,17,1,400,1.53
1,19,5,1,18,1,626,1.37
1,19,5,1,19,1,542,1.69
1,19,5,1,20,1,410,1.62
1,19,5,1,21,0,212,1.7
1,19,5,1,22,0,127,2.0
1,19,5,1,23,0,94,0.34
1,20,6,1,0,0,85,0.0
1,20,6,1,1,0,103,0.0
1,20,6,1,2,0,93,0.0
1,20,6,1,3,0,89,1.07
1,20,6,1,4,0,87,0.0
1,20,6,1,5,0,94,0.0
1,20,6,1,6,0,168,0.64
1,20,6,1,7,0,289,3.83
1,20,6,1,8,1,456,1.88
1,20,6,1,9,1,593,2.24
1,20,6,1,10,1,484,0.84
1,20,6,1,11,1,282,0.0
1,20,6,1,12,0,152,1.54
1,20,6,1,13,0,93,0.0
1,20,6,1,14,0,99,0.0
1,20,6,1,15,0,153,1.15
1,20,6,1,16,0,251,2.03
1,20,6,1,17,1,415,3.29
1,20,6,1,18,1,613,3.88
1,20,6,1,19,1,598,4.37
1,20,6,1,20,1,450,5.07
1,20,6,1,21,0,236,1.25
1,20,6,1,22,0,122,0.0
1,20,6,1,23,0,100,2.09
1,21,0,0,0,0,194,0.63
1,21,0,0,1,0,145,1.71
1,21,0,0,2,0,143,1.42
1,21,0,0,3,0,151,0.92
1,21,0,0,4,0,173,0.53
1,21,0,0,5,0,187,2.06
1,21,0,0,6,0,218,0.0
1,21,0,0,7,0,441,4.77
1,21,0,0,8,1,885,6.21
1,21,0,0,9,1,957,2.97
1,21,0,0,10,1,950,4.07
1,21,0,0,11,1,526,0.22
1,21,0,0,12,0,285,2.31
1,21,0,0,13,0,182,0.0
1,21,0,0,14,0,181,0.29
1,21,0,0,15,0,211,0.77
1,21,0,0,16,0,437,3.34
1,21,0,0,17,1,651,2.96
1,21,0,0,18,1,1003,4.49
1,21,0,0,19,1,1138,4.42
1,21,0,0,20,1,844,1.51
1,21,0,0,21,0,482,0.87
1,21,0,0,22,0,213,0.44
1,21,0,0,23,0,145,0.96
1,22,1,0,0,0,154,2.47
1,22,1,0,1,0,165,0.0
1,22,1,0,2,0,146,1.36
1,22,1,0,3,0,168,2.51
1,22,1,0,4,0,174,0.56
1,22,1,0,5,0,179,2.66
1,22,1,0,6,0,250,1.57
1,22,1,0,7,0,491,1.14
1,22,1,0,8,1,896,2.55
1,22,1,0,9,1,1090,2.81
1,22,1,0,10,1,879,4.19
1,22,1,0,11,1,481,1.94
1,22,1,0,12,0,260,1.72
1,22,1,0,13,0,175,2.33
1,22,1,0,14,0,146,4.99
1,22,1,0,15,0,226,1.51
1,22,1,0,16,0,409,2.6
1,22,1,0,17,1,810,2.26
1,22,1,0,18,1,1200,4.55
1,22,1,0,19,1,1154,3.24
1,22,1,0,20,1,791,6.17
1,22,1,0,21,0,477,2.37
1,22,1,0,22,0,234,1.04
1,22,1,0,23,0,177,1.38
1,23,2,0,0,0,143,1.57
1,23,2,0,1,0,143,3.02
1,23,2,0,2,0,147,1.03
1,23,2,0,3,0,170,0.3
1,23,2,0,4,0,163,2.8
1,23,2,0,5,0,182,1.26
1,23,2,0,6,0,222,0.0
1,23,2,0,7,0,547,3.04
1,23,2,0,8,1,944,4.73
1,23,2,0,9,1,1215,4.47
1,23,2,0,10,1,901,2.06
1,23,2,0,11,1,453,0.0
1,23,2,0,12,0,238,3.28
1,23,2,0,13,0,155,0.16
1,23,2,0,14,0,158,0.0
1,23,2,0,15,0,246,0.0
1,23,2,0,16,0,481,4.22
1,23,2,0,17,1,650,1.58
1,23,2,0,18,1,1111,6.13
1,23,2,0,19,1,1065,4.23
1,23,2,0,20,1,719,0.58
1,23,2,0,21,0,494,0.0
1,23,2,0,22,0,288,2.24
1,23,2,0,23,0,184,1.6
1,24,3,0,0,0,154,1.2
1,24,3,0,1,0,155,1.45
1,24,3,0,2,0,156,0.0
1,24,3,0,3,0,146,0.0
1,24,3,0,4,0,171,0.0
1,24,3,0,5,0,147,1.18
1,24,3,0,6,0,288,2.31
1,24,3,0,7,0,480,0.0
1,24,3,0,8,1,883,3.29
1,24,3,0,9,1,1016,4.89
1,24,3,0,10,1,1024,4.43
1,24,3,0,11,1,511,0.64
1,24,3,0,12,0,285,1.03
1,24,3,0,13,0,168,0.77
1,24,3,0,14,0,183,0.94
1,24,3,0,15,0,267,1.64
1,24,3,0,16,0,432,2.33
1,24,3,0,17,1,824,1.35
1,24,3,0,18,1,1207,4.38
1,24,3,0,19,1,1081,5.45
1,24,3,0,20,1,840,2.31
1,24,3,0,21,0,471,1.04
1,24,3,0,22,0,278,0.0
1,24,3,0,23,0,178,0.0
1,25,4,0,0,0,185,0.0
1,25,4,0,1,0,164,0.0
1,25,4,0,2,0,152,1.29
1,25,4,0,3,0,172,3.12
1,25,4,0,4,0,139,0.96
1,25,4,0,5,0,195,0.0
1,25,4,0,6,0,263,1.05
1,25,4,0,7,0,521,0.93
1,25,4,0,8,1,790,0.29
1,25,4,0,9,1,1187,6.4
1,25,4,0,10,1,914,2.85
1,25,4,0,11,1,439,2.6
1,25,4,0,12,0,234,0.0
1,25,4,0,13,0,168,0.38
1,25,4,0,14,0,165,0.71
1,25,4,0,15,0,231,1.98
1,25,4,0,16,0,479,2.08
1,25,4,0,17,1,822,6.46
1,25,4,0,18,1,1002,2.16
1,25,4,0,19,1,1167,7.59
1,25,4,0,20,1,776,5.69
1,25,4,0,21,0,446,0.76
1,25,4,0,22,0,224,1.84
1,25,4,0,23,0,161,0.77
1,26,5,1,0,0,97,0.0
1,26,5,1,1,0,95,0.0
1,26,5,1,2,0,82,0.0
1,26,5,1,3,0,87,1.52
1,26,5,1,4,0,88,2.19
1,26,5,1,5,0,90,0.7
1,26,5,1,6,0,135,1.08
1,26,5,1,7,0,288,2.03
1,26,5,1,8,1,449,0.46
1,26,5,1,9,1,571,1.93
1,26,5,1,10,1,494,3.04
1,26,5,1,11,1,258,0.0
1,26,5,1,12,0,165,0.0
1,26,5,1,13,0,103,0.46
1,26,5,1,14,0,99,0.39
1,26,5,1,15,0,129,1.21
1,26,5,1,16,0,235,2.69
1,26,5,1,17,1,456,2.72
1,26,5,1,18,1,583,1.98
1,26,5,1,19,1,550,1.67
1,26,5,1,20,1,400,3.57
1,26,5,1,21,0,244,1.23
1,26,5,1,22,0,131,0.82
1,26,5,1,23,0,115,0.01
1,27,6,1,0,0,82,1.12
1,27,6,1,1,0,69,0.37
1,27,6,1,2,0,84,0.0
1,27,6,1,3,0,90,0.44
1,27,6,1,4,0,74,0.0
1,27,6,1,5,0,73,0.73
1,27,6,1,6,0,144,0.0
1,27,6,1,7,0,289,0.0
1,27,6,1,8,1,453,2.44
1,27,6,1,9,1,572,2.19
1,27,6,1,10,1,469,1.26
1,27,6,1,11,1,269,0.02
1,27,6,1,12,0,144,0.0
1,27,6,1,13,0,97,0.0
1,27,6,1,14,0,85,1.71
1,27,6,1,15,0,139,3.99
1,27,6,1,16,0,223,0.58
1,27,6,1,17,1,431,3.21
1,27,6,1,18,1,583,0.58
1,27,6,1,19,1,666,2.19
1,27,6,1,20,1,466,3.01
1,27,6,1,21,0,243,0.71
1,27,6,1,22,0,129,0.49
1,27,6,1,23,0,102,0.0
1,28,0,0,0,0,158,0.0
1,28,0,0,1,0,144,0.53
1,28,0,0,2,0,132,3.62
1,28,0,0,3,0,142,0.51
1,28,0,0,4,0,174,0.0
1,28,0,0,5,0,142,0.0
1,28,0,0,6,0,238,0.0
1,28,0,0,7,0,516,2.37
1,28,0,0,8,1,974,2.21
1,28,0,0,9,1,960,3.23
1,28,0,0,10,1,886,4.93
1,28,0,0,11,1,561,4.07
1,28,0,0,12,0,262,2.25
1,28,0,0,13,0,167,0.92
1,28,0,0,14,0,159,0.73
1,28,0,0,15,0,245,3.56
1,28,0,0,16,0,434,1.87
1,28,0,0,17,1,808,2.55
1,28,0,0,18,1,1034,6.08
1,28,0,0,19,1,1018,2.08
1,28,0,0,20,1,836,5.08
1,28,0,0,21,0,427,1.05
1,28,0,0,22,0,248,0.0
1,28,0,0,23,0,163,1.97
1,29,1,0,0,0,165,2.63
1,29,1,0,1,0,141,0.0
1,29,1,0,2,0,160,0.0
1,29,1,0,3,0,165,2.5
1,29,1,0,4,0,151,0.66
1,29,1,0,5,0,195,3.48
1,29,1,0,6,0,272,1.98
1,29,1,0,7,0,470,2.42
1,29,1,0,8,1,932,3.41
1,29,1,0,9,1,1049,2.27
1,29,1,0,10,1,768,0.15
1,29,1,0,11,1,528,2.33
1,29,1,0,12,0,247,0.49
1,29,1,0,13,0,180,0.47
1,29,1,0,14,0,157,2.0
1,29,1,0,15,0,249,1.39
1,29,1,0,16,0,472,0.67
1,29,1,0,17,1,870,3.27
1,29,1,0,18,1,1184,5.84
1,29,1,0,19,1,1013,4.81
1,29,1,0,20,1,813,3.3
1,29,1,0,21,0,439,1.63
1,29,1,0,22,0,259,1.9
1,29,1,0,23,0,175,0.0
1,30,2,0,0,0,163,1.74
1,30,2,0,1,0,186,2.36
1,30,2,0,2,0,133,0.65
1,30,2,0,3,0,180,1.66
1,30,2,0,4,0,163,2.0
1,30,2,0,5,0,166,1.38
1,30,2,0,6,0,251,0.97
1,30,2,0,7,0,538,0.76
1,30,2,0,8,1,985,3.31
1,30,2,0,9,1,1124,2.4
1,30,2,0,10,1,944,5.95
1,30,2,0,11,1,484,0.27
1,30,2,0,12,0,262,3.23
1,30,2,0,13,0,156,0.0
1,30,2,0,14,0,170,0.0
1,30,2,0,15,0,227,0.0
1,30,2,0,16,0,463,2.36
1,30,2,0,17,1,685,4.93
1,30,2,0,18,1,1254,3.89
1,30,2,0,19,1,1208,3.97
1,30,2,0,20,1,804,1.96
1,30,2,0,21,0,521,1.64
1,30,2,0,22,0,245,0.0
1,30,2,0,23,0,200,3.63
1,31,3,0,0,0,177,2.14
1,31,3,0,1,0,149,1.84
1,31,3,0,2,0,157,2.6
1,31,3,0,3,0,171,0.0
1,31,3,0,4,0,171,1.71
1,31,3,0,5,0,135,1.74
1,31,3,0,6,0,248,0.0
1,31,3,0,7,0,470,1.68
1,31,3,0,8,1,927,1.66
1,31,3,0,9,1,1118,5.34
1,31,3,0,10,1,1026,2.49
1,31,3,0,11,1,490,2.35
1,31,3,0,12,0,280,0.66
1,31,3,0,13,0,194,0.0
1,31,3,0,14,0,158,1.15
1,31,3,0,15,0,216,0.0
1,31,3,0,16,0,424,2.85
1,31,3,0,17,1,672,2.94
1,31,3,0,18,1,1197,4.5
1,31,3,0,19,1,1073,4.89
1,31,3,0,20,1,780,5.21
1,31,3,0,21,0,403,1.53
1,31,3,0,22,0,247,0.42
1,31,3,0,23,0,134,0.29
1,32,4,0,0,0,168,1.84
